CUI|name|file|TUI|STY
C0577559|mass|0070.concept|T033|Finding
C0577559|the mass|0098.concept|T033|Finding
C0577559|mass|0098.concept|T033|Finding
C0577559|lump|0250.concept|T033|Finding
C0577559|mass|0334.concept|T033|Finding
C0577559|mass|0334.concept|T033|Finding
C0577559|mass|0362.concept|T033|Finding
C0577559|the mass|101407944_PUMC.concept|T033|Finding
C0577559|mass|101407944_PUMC.concept|T033|Finding
C0577559|a mass|105732749.concept|T033|Finding
C0577559|mass|622086964.concept|T033|Finding
C0577559|mass|622086964.concept|T033|Finding
C0577559|mass|622086964.concept|T033|Finding
C0577559|mass|622086964.concept|T033|Finding
C0849584|follow-up|0038.concept|T058|Health Care Activity
C0849584|follow up|0090.concept|T058|Health Care Activity
C0849584|follow-up|0214.concept|T058|Health Care Activity
C0849584|follow up|0338.concept|T058|Health Care Activity
C0849584|Followup|0477.concept|T058|Health Care Activity
C0242970|diet|0038.concept|T061|Therapeutic or Preventive Procedure
C0205208|solids|0038.concept|T080|Qualitative Concept
C0030305|pancreatitis|0038.concept|T047|Disease or Syndrome
C0444956|high dose|0038.concept|T081|Quantitative Concept
C1960986|pain|0038.concept|T184|Sign or Symptom
C1960997|pain|0038.concept|T184|Sign or Symptom
C0278145|the pain|0038.concept|T184|Sign or Symptom
C0278145|stabbing|0094.concept|T184|Sign or Symptom
C0278145|stabbing|0094.concept|T184|Sign or Symptom
C0200949|Blood|0038.concept|T059|Laboratory Procedure
C0200949|blood cultures|0090.concept|T059|Laboratory Procedure
C0200949|blood cultures|0090.concept|T059|Laboratory Procedure
C0200949|Blood cultures|0098.concept|T059|Laboratory Procedure
C0200949|Blood cultures|0098.concept|T059|Laboratory Procedure
C0200949|Blood cultures|0098.concept|T059|Laboratory Procedure
C0200949|Blood cultures|0098.concept|T059|Laboratory Procedure
C0200949|blood culture|0098.concept|T059|Laboratory Procedure
C0200949|blood culture|0098.concept|T059|Laboratory Procedure
C0200949|Blood cultures|0314.concept|T059|Laboratory Procedure
C0430404|urine cultures|0038.concept|T059|Laboratory Procedure
C0430404|aurine culture|0098.concept|T059|Laboratory Procedure
C0430404|the patient &apos;s urine culture|622086964.concept|T059|Laboratory Procedure
C0267099|Pill esophagitis|0062.concept|T047|Disease or Syndrome
C0267099|pill esophagitis|0062.concept|T047|Disease or Syndrome
C0455855|Right ventricular hypokinesis|0062.concept|T034|Laboratory or Test Result
C0455855|her right ventricular hypokinesis|0062.concept|T034|Laboratory or Test Result
C0455855|right ventricular|0314.concept|T034|Laboratory or Test Result
C1828348|Dobutamine stress test|0062.concept|T060|Diagnostic Procedure
C1828348|a dobutamine stress test|0062.concept|T060|Diagnostic Procedure
C1828348|dobutamine stress test|0062.concept|T060|Diagnostic Procedure
C0013516|cardiac ultrasound|0062.concept|T060|Diagnostic Procedure
C0013516|This echo|0062.concept|T060|Diagnostic Procedure
C0013516|cardiac echo|0062.concept|T060|Diagnostic Procedure
C0013516|Cardiac echocardiogram|0302.concept|T060|Diagnostic Procedure
C0013516|An echocardiogram|0302.concept|T060|Diagnostic Procedure
C0013516|The echocardiogram|0302.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|0302.concept|T060|Diagnostic Procedure
C0013516|An echocardiogram|0314.concept|T060|Diagnostic Procedure
C0013516|An echocardiogram|0318.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|0362.concept|T060|Diagnostic Procedure
C0013516|Echocardiogram|0362.concept|T060|Diagnostic Procedure
C0013516|the echocardiogram|0362.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|0362.concept|T060|Diagnostic Procedure
C0013516|An echocardiogram|0390.concept|T060|Diagnostic Procedure
C0013516|Echocardiogram|0468.concept|T060|Diagnostic Procedure
C0013516|Echo|0468.concept|T060|Diagnostic Procedure
C0013516|echo|0468.concept|T060|Diagnostic Procedure
C0013516|Echocardiogram|101407944_PUMC.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|284487129.concept|T060|Diagnostic Procedure
C0013516|Echocardiogram|332803550.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|433651389.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|433651389.concept|T060|Diagnostic Procedure
C0013516|echocardiogram|498710998.concept|T060|Diagnostic Procedure
C0013516|ECHO|638157550_SC.concept|T060|Diagnostic Procedure
C0013516|An echocardiogram|974381789.concept|T060|Diagnostic Procedure
C0013516|an echocardiogram|974381789.concept|T060|Diagnostic Procedure
C0079304|EGD|0062.concept|T060|Diagnostic Procedure
C0079304|her EGD|0062.concept|T060|Diagnostic Procedure
C0079304|an EGD|0062.concept|T060|Diagnostic Procedure
C0079304|her EGD|0062.concept|T060|Diagnostic Procedure
C0079304|The EGD|0062.concept|T060|Diagnostic Procedure
C0079304|Esophagogastroduodenoscopy|0214.concept|T060|Diagnostic Procedure
C0079304|EGD|0214.concept|T060|Diagnostic Procedure
C0079304|an esophagogastroduodenoscopy|0314.concept|T060|Diagnostic Procedure
C0079304|an upper endoscopy|0463.concept|T060|Diagnostic Procedure
C0079304|EGD|638157550_SC.concept|T060|Diagnostic Procedure
C0079304|EGD|638157550_SC.concept|T060|Diagnostic Procedure
C1827584|PICC placement|0062.concept|T058|Health Care Activity
C0020538|hypertension|0062.concept|T047|Disease or Syndrome
C0020538|hypertension|0062.concept|T047|Disease or Syndrome
C0020538|hypertension|0070.concept|T047|Disease or Syndrome
C0020538|Hypertension|0094.concept|T047|Disease or Syndrome
C0020538|hypertension|0098.concept|T047|Disease or Syndrome
C0020538|hypertension|0098.concept|T047|Disease or Syndrome
C0020538|hypertension|0098.concept|T047|Disease or Syndrome
C0020538|her hypertension|0222.concept|T047|Disease or Syndrome
C0020538|hypertension|0222.concept|T047|Disease or Syndrome
C0020538|hypertension|0250.concept|T047|Disease or Syndrome
C0020538|hypertension|0250.concept|T047|Disease or Syndrome
C0020538|HTN|0266.concept|T047|Disease or Syndrome
C0020538|HTN|0266.concept|T047|Disease or Syndrome
C0020538|hypertension|0302.concept|T047|Disease or Syndrome
C0020538|hypertension|0302.concept|T047|Disease or Syndrome
C0020538|hypertension|0302.concept|T047|Disease or Syndrome
C0020538|Hypertension|0318.concept|T047|Disease or Syndrome
C0020538|hypertension|0318.concept|T047|Disease or Syndrome
C0020538|Hypertension|0318.concept|T047|Disease or Syndrome
C0020538|hypertension|0358.concept|T047|Disease or Syndrome
C0020538|hypertension|0390.concept|T047|Disease or Syndrome
C0020538|hypertension|0390.concept|T047|Disease or Syndrome
C0020538|hypertension|0428.concept|T047|Disease or Syndrome
C0020538|hypertension|0431.concept|T047|Disease or Syndrome
C0020538|hypertension|0467.concept|T047|Disease or Syndrome
C0020538|hypertension|0467.concept|T047|Disease or Syndrome
C0020538|HTN|0468.concept|T047|Disease or Syndrome
C0020538|HTN|0468.concept|T047|Disease or Syndrome
C0020538|Hypertension|0468.concept|T047|Disease or Syndrome
C0020538|hypertension|0476.concept|T047|Disease or Syndrome
C0020538|hypertension|101407944_PUMC.concept|T047|Disease or Syndrome
C0020538|Hypertension|101407944_PUMC.concept|T047|Disease or Syndrome
C0020538|hypertension|156406283.concept|T047|Disease or Syndrome
C0020538|hypertension|156406283.concept|T047|Disease or Syndrome
C0020538|hypertension|156406283.concept|T047|Disease or Syndrome
C0020538|hypertension|176318078_a.concept|T047|Disease or Syndrome
C0020538|HYPERTENSION|320422564.concept|T047|Disease or Syndrome
C0020538|Hypertension|433651389.concept|T047|Disease or Syndrome
C0020538|hypertension|498710998.concept|T047|Disease or Syndrome
C0020538|hypertension|498710998.concept|T047|Disease or Syndrome
C0020538|hypertension|517414339.concept|T047|Disease or Syndrome
C0020538|hypertension|517414339.concept|T047|Disease or Syndrome
C0020538|hypertension|517414339.concept|T047|Disease or Syndrome
C0020538|hypertension|517414339.concept|T047|Disease or Syndrome
C0020538|Hypertension|622086964.concept|T047|Disease or Syndrome
C0020538|Hypertension|622086964.concept|T047|Disease or Syndrome
C0020538|HTN|638157550_SC.concept|T047|Disease or Syndrome
C0020538|hypertension|974381789.concept|T047|Disease or Syndrome
C0020538|hypertension|974381789.concept|T047|Disease or Syndrome
C0020538|hypertension|989519730_WGH.concept|T047|Disease or Syndrome
C0020538|hypertension|989519730_WGH.concept|T047|Disease or Syndrome
C0024117|COPD|0062.concept|T047|Disease or Syndrome
C0024117|COPD|0062.concept|T047|Disease or Syndrome
C0024117|COPD|0062.concept|T047|Disease or Syndrome
C0024117|chronic obstructive pulmonary disease|0130.concept|T047|Disease or Syndrome
C0024117|COPD|0266.concept|T047|Disease or Syndrome
C0024117|COPD|0266.concept|T047|Disease or Syndrome
C0024117|COPD|0266.concept|T047|Disease or Syndrome
C0024117|chronic obstructive pulmonary disease|0461.concept|T047|Disease or Syndrome
C0024117|chronic obstructive lung disease|176318078_a.concept|T047|Disease or Syndrome
C0024117|chronic obstructive pulmonary disease|176318078_a.concept|T047|Disease or Syndrome
C0024117|CHRONIC OBSTRUCTIVE PULMONARY DISEASE|332803550.concept|T047|Disease or Syndrome
C0024117|Chronic obstructive pulmonary disease|332803550.concept|T047|Disease or Syndrome
C0024117|chronic obstructive pulmonary disease|332803550.concept|T047|Disease or Syndrome
C0011581|depression|0062.concept|T048|Mental or Behavioral Dysfunction
C0011581|depression|0062.concept|T048|Mental or Behavioral Dysfunction
C0011581|depression|0098.concept|T048|Mental or Behavioral Dysfunction
C0011581|depression|0302.concept|T048|Mental or Behavioral Dysfunction
C0011581|depression|0477.concept|T048|Mental or Behavioral Dysfunction
C0018802|CHF|0062.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0130.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0302.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0314.concept|T047|Disease or Syndrome
C0018802|Congestive heart failure|0334.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0362.concept|T047|Disease or Syndrome
C0018802|Congestive heart failure|0390.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0390.concept|T047|Disease or Syndrome
C0018802|CONGESTIVE HEART FAILURE|0461.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0461.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0461.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0461.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0461.concept|T047|Disease or Syndrome
C0018802|CHF|0461.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0467.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|0467.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|433651389.concept|T047|Disease or Syndrome
C0018802|congestive heart failure|433651389.concept|T047|Disease or Syndrome
C0018802|Congestive heart failure|723989226.concept|T047|Disease or Syndrome
C0541828|left-sided chest pain|0062.concept|T184|Sign or Symptom
C0541828|left-sided chest pain|0094.concept|T184|Sign or Symptom
C0013404|shortness of breath|0062.concept|T184|Sign or Symptom
C0013404|Shortness of breath|0062.concept|T184|Sign or Symptom
C0013404|dyspnea|0086.concept|T184|Sign or Symptom
C0013404|shortness of breath|0098.concept|T184|Sign or Symptom
C0013404|SOB|0214.concept|T184|Sign or Symptom
C0013404|shortness of breath|0266.concept|T184|Sign or Symptom
C0013404|Shortness of Breath|0278.concept|T184|Sign or Symptom
C0013404|shortness of breath|0286.concept|T184|Sign or Symptom
C0013404|dyspnea|0302.concept|T184|Sign or Symptom
C0013404|shortness of breath|0314.concept|T184|Sign or Symptom
C0013404|shortness of breath|0318.concept|T184|Sign or Symptom
C0013404|shortness of breath|0334.concept|T184|Sign or Symptom
C0013404|dyspnea|0338.concept|T184|Sign or Symptom
C0013404|dyspnea|0370.concept|T184|Sign or Symptom
C0013404|dyspnea|0390.concept|T184|Sign or Symptom
C0013404|short of breath|0463.concept|T184|Sign or Symptom
C0013404|short of breath|0463.concept|T184|Sign or Symptom
C0013404|dyspnea|0467.concept|T184|Sign or Symptom
C0013404|shortness of breath|0467.concept|T184|Sign or Symptom
C0013404|SOB|0468.concept|T184|Sign or Symptom
C0013404|shortness of breath|0476.concept|T184|Sign or Symptom
C0013404|shortness of breath|0477.concept|T184|Sign or Symptom
C0013404|shortness of breath|284487129.concept|T184|Sign or Symptom
C0013404|short of breath|284487129.concept|T184|Sign or Symptom
C0013404|shortness of breath|498710998.concept|T184|Sign or Symptom
C0013404|shortness of breath|517414339.concept|T184|Sign or Symptom
C0013404|shortness of breath|517414339.concept|T184|Sign or Symptom
C0013404|short of breath|517414339.concept|T184|Sign or Symptom
C0013404|shortness of breath|622086964.concept|T184|Sign or Symptom
C0013404|dyspnea|622086964.concept|T184|Sign or Symptom
C0013404|shortness of breath|622086964.concept|T184|Sign or Symptom
C0013404|sob|638157550_SC.concept|T184|Sign or Symptom
C0013404|shortness of breath|723989226.concept|T184|Sign or Symptom
C0013404|shortness of breath|723989226.concept|T184|Sign or Symptom
C0013404|shortness of breath|974381789.concept|T184|Sign or Symptom
C0010200|cough|0062.concept|T184|Sign or Symptom
C0010200|cough|0062.concept|T184|Sign or Symptom
C0010200|coughing|0070.concept|T184|Sign or Symptom
C0010200|cough|0214.concept|T184|Sign or Symptom
C0010200|cough|0314.concept|T184|Sign or Symptom
C0010200|cough|723989226.concept|T184|Sign or Symptom
C3466369|sublingual nitroglycerin|0062.concept|T200|Clinical Drug
C3466369|sublingual nitroglycerins|0467.concept|T200|Clinical Drug
C3466369|sl ntg|638157550_SC.concept|T200|Clinical Drug
C0004057|Aspirin|0062.concept|T109|Organic Chemical
C0004057|Aspirin|0062.concept|T121|Pharmacologic Substance
C0004057|Aspirin|0062.concept|T109|Organic Chemical
C0004057|Aspirin|0062.concept|T121|Pharmacologic Substance
C0004057|Aspirin|0062.concept|T109|Organic Chemical
C0004057|Aspirin|0062.concept|T121|Pharmacologic Substance
C0004057|aspirin|0086.concept|T109|Organic Chemical
C0004057|aspirin|0086.concept|T121|Pharmacologic Substance
C0004057|ACETYLSALICYLIC ACID|0266.concept|T109|Organic Chemical
C0004057|ACETYLSALICYLIC ACID|0266.concept|T121|Pharmacologic Substance
C0004057|His aspirin|0266.concept|T109|Organic Chemical
C0004057|His aspirin|0266.concept|T121|Pharmacologic Substance
C0004057|Aspirin|0318.concept|T109|Organic Chemical
C0004057|Aspirin|0318.concept|T121|Pharmacologic Substance
C0004057|aspirin|0362.concept|T109|Organic Chemical
C0004057|aspirin|0362.concept|T121|Pharmacologic Substance
C0004057|aspirin|0362.concept|T109|Organic Chemical
C0004057|aspirin|0362.concept|T121|Pharmacologic Substance
C0004057|aspirin|0390.concept|T109|Organic Chemical
C0004057|aspirin|0390.concept|T121|Pharmacologic Substance
C0004057|his aspirin|0390.concept|T109|Organic Chemical
C0004057|his aspirin|0390.concept|T121|Pharmacologic Substance
C0004057|aspirin|0390.concept|T109|Organic Chemical
C0004057|aspirin|0390.concept|T121|Pharmacologic Substance
C0004057|The aspirin|0463.concept|T109|Organic Chemical
C0004057|The aspirin|0463.concept|T121|Pharmacologic Substance
C0004057|aspirin|0463.concept|T109|Organic Chemical
C0004057|aspirin|0463.concept|T121|Pharmacologic Substance
C0004057|aspirin|0467.concept|T109|Organic Chemical
C0004057|aspirin|0467.concept|T121|Pharmacologic Substance
C0004057|aspirin|0467.concept|T109|Organic Chemical
C0004057|aspirin|0467.concept|T121|Pharmacologic Substance
C0004057|Aspirin|105732749.concept|T109|Organic Chemical
C0004057|Aspirin|105732749.concept|T121|Pharmacologic Substance
C0004057|aspirin|105732749.concept|T109|Organic Chemical
C0004057|aspirin|105732749.concept|T121|Pharmacologic Substance
C0004057|aspirin|176318078_a.concept|T109|Organic Chemical
C0004057|aspirin|176318078_a.concept|T121|Pharmacologic Substance
C0004057|aspirin|176318078_a.concept|T109|Organic Chemical
C0004057|aspirin|176318078_a.concept|T121|Pharmacologic Substance
C0004057|Aspirin|284487129.concept|T109|Organic Chemical
C0004057|Aspirin|284487129.concept|T121|Pharmacologic Substance
C0004057|aspirin|284487129.concept|T109|Organic Chemical
C0004057|aspirin|284487129.concept|T121|Pharmacologic Substance
C0004057|Aspirin|433651389.concept|T109|Organic Chemical
C0004057|Aspirin|433651389.concept|T121|Pharmacologic Substance
C0004057|Aspirin|433651389.concept|T109|Organic Chemical
C0004057|Aspirin|433651389.concept|T121|Pharmacologic Substance
C0004057|aspirin|498710998.concept|T109|Organic Chemical
C0004057|aspirin|498710998.concept|T121|Pharmacologic Substance
C0700776|Lopressor|0062.concept|T109|Organic Chemical
C0700776|Lopressor|0062.concept|T121|Pharmacologic Substance
C0700776|lopressor|0214.concept|T109|Organic Chemical
C0700776|lopressor|0214.concept|T121|Pharmacologic Substance
C0700776|Lopressor|0362.concept|T109|Organic Chemical
C0700776|Lopressor|0362.concept|T121|Pharmacologic Substance
C0700776|lopressor|0468.concept|T109|Organic Chemical
C0700776|lopressor|0468.concept|T121|Pharmacologic Substance
C0700776|lopressor|0468.concept|T109|Organic Chemical
C0700776|lopressor|0468.concept|T121|Pharmacologic Substance
C0700776|LOPRESSOR|0468.concept|T109|Organic Chemical
C0700776|LOPRESSOR|0468.concept|T121|Pharmacologic Substance
C0700776|Lopressor|0476.concept|T109|Organic Chemical
C0700776|Lopressor|0476.concept|T121|Pharmacologic Substance
C0700776|Lopressor|498710998.concept|T109|Organic Chemical
C0700776|Lopressor|498710998.concept|T121|Pharmacologic Substance
C0700776|Lopressor|517414339.concept|T109|Organic Chemical
C0700776|Lopressor|517414339.concept|T121|Pharmacologic Substance
C0700776|Lopressor|517414339.concept|T109|Organic Chemical
C0700776|Lopressor|517414339.concept|T121|Pharmacologic Substance
C0021641|Insulin|0062.concept|T116|Amino Acid, Peptide, or Protein
C0021641|Insulin|0062.concept|T121|Pharmacologic Substance
C0021641|Insulin|0062.concept|T125|Hormone
C0021641|Insulin|0286.concept|T116|Amino Acid, Peptide, or Protein
C0021641|Insulin|0286.concept|T121|Pharmacologic Substance
C0021641|Insulin|0286.concept|T125|Hormone
C0021641|Regular insulin|101407944_PUMC.concept|T116|Amino Acid, Peptide, or Protein
C0021641|Regular insulin|101407944_PUMC.concept|T121|Pharmacologic Substance
C0021641|Regular insulin|101407944_PUMC.concept|T125|Hormone
C0021641|Regular insulin|284487129.concept|T116|Amino Acid, Peptide, or Protein
C0021641|Regular insulin|284487129.concept|T121|Pharmacologic Substance
C0021641|Regular insulin|284487129.concept|T125|Hormone
C0021641|insulin Regular|284487129.concept|T116|Amino Acid, Peptide, or Protein
C0021641|insulin Regular|284487129.concept|T121|Pharmacologic Substance
C0021641|insulin Regular|284487129.concept|T125|Hormone
C0020456|hyperglycemia|0062.concept|T047|Disease or Syndrome
C1623258|EKG|0062.concept|T060|Diagnostic Procedure
C1623258|EKG|0062.concept|T060|Diagnostic Procedure
C1623258|EKG|0062.concept|T060|Diagnostic Procedure
C1623258|An EKG|0070.concept|T060|Diagnostic Procedure
C1623258|EKG|0070.concept|T060|Diagnostic Procedure
C1623258|EKG|0086.concept|T060|Diagnostic Procedure
C1623258|an electrocardiogram|0286.concept|T060|Diagnostic Procedure
C1623258|The electrocardiogram|0302.concept|T060|Diagnostic Procedure
C1623258|An electrocardiogram|0318.concept|T060|Diagnostic Procedure
C1623258|The electrocardiogram|0318.concept|T060|Diagnostic Procedure
C1623258|Electrocardiogram|0362.concept|T060|Diagnostic Procedure
C1623258|electrocardiogram|0362.concept|T060|Diagnostic Procedure
C1623258|The electrocardiogram|0370.concept|T060|Diagnostic Procedure
C1623258|EKG|0461.concept|T060|Diagnostic Procedure
C1623258|EKG|0461.concept|T060|Diagnostic Procedure
C1623258|electrocardiogram|0467.concept|T060|Diagnostic Procedure
C1623258|EKG|0468.concept|T060|Diagnostic Procedure
C1623258|EKG|0476.concept|T060|Diagnostic Procedure
C1623258|The electrocardiogram|156406283.concept|T060|Diagnostic Procedure
C1623258|Electrocardiogram|176318078_a.concept|T060|Diagnostic Procedure
C1623258|Her EKG|262912613.concept|T060|Diagnostic Procedure
C1623258|an electrocardiogram|284487129.concept|T060|Diagnostic Procedure
C1623258|His ECG|284487129.concept|T060|Diagnostic Procedure
C1623258|Electrocardiogram|284487129.concept|T060|Diagnostic Procedure
C1623258|ECG|284487129.concept|T060|Diagnostic Procedure
C1623258|The electrocardiogram|332803550.concept|T060|Diagnostic Procedure
C1623258|EKG|498710998.concept|T060|Diagnostic Procedure
C1623258|The electrocardiogram|517414339.concept|T060|Diagnostic Procedure
C1623258|Electrocardiogram|723989226.concept|T060|Diagnostic Procedure
C1623258|electrocardiogram|723989226.concept|T060|Diagnostic Procedure
C1623258|An electrocardiogram|974381789.concept|T060|Diagnostic Procedure
C0011854|Insulin-dependent diabetes mellitus|0062.concept|T047|Disease or Syndrome
C0011854|insulin dependent diabetes mellitus|0286.concept|T047|Disease or Syndrome
C0011854|insulin dependent diabetes mellitus|0286.concept|T047|Disease or Syndrome
C0011854|INSULIN DEPENDENT DIABETES MELLITUS|284487129.concept|T047|Disease or Syndrome
C0011854|insulin dependent diabetes mellitus|284487129.concept|T047|Disease or Syndrome
C0011854|Insulin dependent diabetes mellitus|284487129.concept|T047|Disease or Syndrome
C0004604|back pain|0062.concept|T184|Sign or Symptom
C0004604|back pain|0174.concept|T184|Sign or Symptom
C2607914|allergic rhinitis|0062.concept|T047|Disease or Syndrome
C0028754|obesity|0062.concept|T047|Disease or Syndrome
C0028754|Obese|0062.concept|T047|Disease or Syndrome
C0028754|obese|0358.concept|T047|Disease or Syndrome
C0028754|obese|0370.concept|T047|Disease or Syndrome
C0028754|Obese|0461.concept|T047|Disease or Syndrome
C0028754|Obese|0476.concept|T047|Disease or Syndrome
C0028754|obese|156406283.concept|T047|Disease or Syndrome
C0028754|obesity|622086964.concept|T047|Disease or Syndrome
C0028754|obesity|622086964.concept|T047|Disease or Syndrome
C0028754|Obesity|638157550_SC.concept|T047|Disease or Syndrome
C0020473|hyperlipidemia|0062.concept|T047|Disease or Syndrome
C0020473|hyperlipidemia|0302.concept|T047|Disease or Syndrome
C0020473|hyperlipidemia|0302.concept|T047|Disease or Syndrome
C0020473|hyperlipidemia|0476.concept|T047|Disease or Syndrome
C0009214|Codeine|0062.concept|T109|Organic Chemical
C0009214|Codeine|0062.concept|T121|Pharmacologic Substance
C0009214|Codeine|0467.concept|T109|Organic Chemical
C0009214|Codeine|0467.concept|T121|Pharmacologic Substance
C0591130|Atrovent|0062.concept|T109|Organic Chemical
C0591130|Atrovent|0062.concept|T121|Pharmacologic Substance
C0591130|Atrovent|0062.concept|T109|Organic Chemical
C0591130|Atrovent|0062.concept|T121|Pharmacologic Substance
C0591130|Atrovent|0094.concept|T109|Organic Chemical
C0591130|Atrovent|0094.concept|T121|Pharmacologic Substance
C0591130|Atrovent|0094.concept|T109|Organic Chemical
C0591130|Atrovent|0094.concept|T121|Pharmacologic Substance
C0286677|Flonase|0062.concept|T109|Organic Chemical
C0286677|Flonase|0062.concept|T121|Pharmacologic Substance
C0034417|Quinine|0062.concept|T109|Organic Chemical
C0034417|Quinine|0062.concept|T121|Pharmacologic Substance
C0034417|Quinine|0461.concept|T109|Organic Chemical
C0034417|Quinine|0461.concept|T121|Pharmacologic Substance
C0719198|Celebrex|0062.concept|T109|Organic Chemical
C0719198|Celebrex|0062.concept|T121|Pharmacologic Substance
C0701017|Compazine|0062.concept|T109|Organic Chemical
C0701017|Compazine|0062.concept|T121|Pharmacologic Substance
C0701017|Compazine|622086964.concept|T109|Organic Chemical
C0701017|Compazine|622086964.concept|T121|Pharmacologic Substance
C0069805|Oxybutynin|0062.concept|T109|Organic Chemical
C0069805|Oxybutynin|0062.concept|T121|Pharmacologic Substance
C0002600|Amitriptyline|0062.concept|T109|Organic Chemical
C0002600|Amitriptyline|0062.concept|T121|Pharmacologic Substance
C0002600|Amitriptyline|0094.concept|T109|Organic Chemical
C0002600|Amitriptyline|0094.concept|T121|Pharmacologic Substance
C0002600|Amitriptyline|433651389.concept|T109|Organic Chemical
C0002600|Amitriptyline|433651389.concept|T121|Pharmacologic Substance
C0162723|Zyrtec|0062.concept|T109|Organic Chemical
C0162723|Zyrtec|0062.concept|T121|Pharmacologic Substance
C0162723|Zyrtec|433651389.concept|T109|Organic Chemical
C0162723|Zyrtec|433651389.concept|T121|Pharmacologic Substance
C0162373|Prozac|0062.concept|T109|Organic Chemical
C0162373|Prozac|0062.concept|T121|Pharmacologic Substance
C0162373|Prozac|0062.concept|T109|Organic Chemical
C0162373|Prozac|0062.concept|T121|Pharmacologic Substance
C0040805|Trazodone|0062.concept|T109|Organic Chemical
C0040805|Trazodone|0062.concept|T121|Pharmacologic Substance
C0040805|Trazadone|0098.concept|T109|Organic Chemical
C0040805|Trazadone|0098.concept|T121|Pharmacologic Substance
C0040805|trazadone|0098.concept|T109|Organic Chemical
C0040805|trazadone|0098.concept|T121|Pharmacologic Substance
C0040805|trazodone|0476.concept|T109|Organic Chemical
C0040805|trazodone|0476.concept|T121|Pharmacologic Substance
C0040805|Trazodone|0477.concept|T109|Organic Chemical
C0040805|Trazodone|0477.concept|T121|Pharmacologic Substance
C3538423|Humulin|0062.concept|T116|Amino Acid, Peptide, or Protein
C3538423|Humulin|0062.concept|T121|Pharmacologic Substance
C3538423|Humulin|0062.concept|T125|Hormone
C0001927|Albuterol|0062.concept|T109|Organic Chemical
C0001927|Albuterol|0062.concept|T121|Pharmacologic Substance
C0001927|albuterol|0094.concept|T109|Organic Chemical
C0001927|albuterol|0094.concept|T121|Pharmacologic Substance
C0001927|albuterol|0094.concept|T109|Organic Chemical
C0001927|albuterol|0094.concept|T121|Pharmacologic Substance
C0001927|Albuterol|0094.concept|T109|Organic Chemical
C0001927|Albuterol|0094.concept|T121|Pharmacologic Substance
C0001927|Albuterol|0338.concept|T109|Organic Chemical
C0001927|Albuterol|0338.concept|T121|Pharmacologic Substance
C0001927|Albuterol|0477.concept|T109|Organic Chemical
C0001927|Albuterol|0477.concept|T121|Pharmacologic Substance
C0001927|Albuterol|0477.concept|T109|Organic Chemical
C0001927|Albuterol|0477.concept|T121|Pharmacologic Substance
C0001927|Albuterol|723989226.concept|T109|Organic Chemical
C0001927|Albuterol|723989226.concept|T121|Pharmacologic Substance
C0001927|Albuterol|723989226.concept|T109|Organic Chemical
C0001927|Albuterol|723989226.concept|T121|Pharmacologic Substance
C0001927|Albuterol|723989226.concept|T109|Organic Chemical
C0001927|Albuterol|723989226.concept|T121|Pharmacologic Substance
C0699992|Lasix|0062.concept|T109|Organic Chemical
C0699992|Lasix|0062.concept|T121|Pharmacologic Substance
C0699992|Lasix|0086.concept|T109|Organic Chemical
C0699992|Lasix|0086.concept|T121|Pharmacologic Substance
C0699992|Lasix|0130.concept|T109|Organic Chemical
C0699992|Lasix|0130.concept|T121|Pharmacologic Substance
C0699992|Lasix|0130.concept|T109|Organic Chemical
C0699992|Lasix|0130.concept|T121|Pharmacologic Substance
C0699992|Lasix|0302.concept|T109|Organic Chemical
C0699992|Lasix|0302.concept|T121|Pharmacologic Substance
C0699992|Lasix|0314.concept|T109|Organic Chemical
C0699992|Lasix|0314.concept|T121|Pharmacologic Substance
C0699992|Lasix|0334.concept|T109|Organic Chemical
C0699992|Lasix|0334.concept|T121|Pharmacologic Substance
C0699992|Lasix|0410.concept|T109|Organic Chemical
C0699992|Lasix|0410.concept|T121|Pharmacologic Substance
C0699992|Lasix|0461.concept|T109|Organic Chemical
C0699992|Lasix|0461.concept|T121|Pharmacologic Substance
C0699992|Lasix|0461.concept|T109|Organic Chemical
C0699992|Lasix|0461.concept|T121|Pharmacologic Substance
C0699992|Lasix|0467.concept|T109|Organic Chemical
C0699992|Lasix|0467.concept|T121|Pharmacologic Substance
C0699992|Lasix|0467.concept|T109|Organic Chemical
C0699992|Lasix|0467.concept|T121|Pharmacologic Substance
